순번,위도,경도,,
3217,35.15550749,128.9555311,"[35.15550749, 128.9555311]","[35.15550749, 128.9555311]"
3218,35.15798468,128.9561225,"[35.15798468, 128.9561225]","[35.15798468, 128.9561225]"
3219,35.15779337,128.9561241,"[35.15779337, 128.9561241]","[35.15779337, 128.9561241]"
3220,35.15756829,128.9563477,"[35.15756829, 128.9563477]","[35.15756829, 128.9563477]"
3221,35.16323273,128.9586706,"[35.16323273, 128.9586706]","[35.16323273, 128.9586706]"
3222,35.17357792,128.9598212,"[35.17357792, 128.9598212]","[35.17357792, 128.9598212]"
3223,35.17921537,128.9579004,"[35.17921537, 128.9579004]","[35.17921537, 128.9579004]"
3224,35.17929297,128.9581699,"[35.17929297, 128.9581699]","[35.17929297, 128.9581699]"
3225,35.18135086,128.9537027,"[35.18135086, 128.9537027]","[35.18135086, 128.9537027]"
3226,35.19413357,128.9632955,"[35.19413357, 128.9632955]","[35.19413357, 128.9632955]"
3227,35.20069347,128.9696835,"[35.20069347, 128.9696835]","[35.20069347, 128.9696835]"
3228,35.20408039,128.9740844,"[35.20408039, 128.9740844]","[35.20408039, 128.9740844]"
3229,35.20388704,128.9744022,"[35.20388704, 128.9744022]","[35.20388704, 128.9744022]"
3230,35.21282035,128.9819093,"[35.21282035, 128.9819093]","[35.21282035, 128.9819093]"
3231,35.21403066,128.9800799,"[35.21403066, 128.9800799]","[35.21403066, 128.9800799]"
3232,35.21370145,128.9806055,"[35.21370145, 128.9806055]","[35.21370145, 128.9806055]"
3233,35.21473603,128.9739942,"[35.21473603, 128.9739942]","[35.21473603, 128.9739942]"
3234,35.2145088,128.9742296,"[35.2145088, 128.9742296]","[35.2145088, 128.9742296]"
3235,35.21465549,128.9749056,"[35.21465549, 128.9749056]","[35.21465549, 128.9749056]"
3236,35.21519584,128.9626377,"[35.21519584, 128.9626377]","[35.21519584, 128.9626377]"
3237,35.21518263,128.9646723,"[35.21518263, 128.9646723]","[35.21518263, 128.9646723]"
3238,35.21467657,128.9559892,"[35.21467657, 128.9559892]","[35.21467657, 128.9559892]"
3239,35.21408596,128.9509737,"[35.21408596, 128.9509737]","[35.21408596, 128.9509737]"
3240,35.21391848,128.9509495,"[35.21391848, 128.9509495]","[35.21391848, 128.9509495]"
3241,35.21390119,128.9519858,"[35.21390119, 128.9519858]","[35.21390119, 128.9519858]"
3242,35.2140091,128.9537557,"[35.2140091, 128.9537557]","[35.2140091, 128.9537557]"
3243,35.2144878,128.9478465,"[35.2144878, 128.9478465]","[35.2144878, 128.9478465]"
3244,35.21427412,128.9479282,"[35.21427412, 128.9479282]","[35.21427412, 128.9479282]"
3245,35.21411959,128.9498021,"[35.21411959, 128.9498021]","[35.21411959, 128.9498021]"
3246,35.2157953,128.9439835,"[35.2157953, 128.9439835]","[35.2157953, 128.9439835]"
3247,35.2169525,128.9405073,"[35.2169525, 128.9405073]","[35.2169525, 128.9405073]"
3248,35.21881375,128.9350539,"[35.21881375, 128.9350539]","[35.21881375, 128.9350539]"
3249,35.21780973,128.9375022,"[35.21780973, 128.9375022]","[35.21780973, 128.9375022]"
3250,35.21800315,128.937403,"[35.21800315, 128.937403]","[35.21800315, 128.937403]"
3251,35.21954961,128.9329712,"[35.21954961, 128.9329712]","[35.21954961, 128.9329712]"
3252,35.18918859,128.904256,"[35.18918859, 128.904256]","[35.18918859, 128.904256]"
3253,35.19045436,128.9044516,"[35.19045436, 128.9044516]","[35.19045436, 128.9044516]"
3254,35.11434481,128.8862788,"[35.11434481, 128.8862788]","[35.11434481, 128.8862788]"
3255,35.1147074,128.9192849,"[35.1147074, 128.9192849]","[35.1147074, 128.9192849]"
3256,35.114829,128.9195684,"[35.114829, 128.9195684]","[35.114829, 128.9195684]"
3257,35.10809363,128.9302662,"[35.10809363, 128.9302662]","[35.10809363, 128.9302662]"
3258,35.1103012,128.9317486,"[35.1103012, 128.9317486]","[35.1103012, 128.9317486]"
3259,35.21895477,129.0985888,"[35.21895477, 129.0985888]","[35.21895477, 129.0985888]"
3260,35.22620438,129.0780411,"[35.22620438, 129.0780411]","[35.22620438, 129.0780411]"
3261,35.22551928,129.0822377,"[35.22551928, 129.0822377]","[35.22551928, 129.0822377]"
3262,35.22727396,129.0778477,"[35.22727396, 129.0778477]","[35.22727396, 129.0778477]"
3263,35.2485921,129.0918627,"[35.2485921, 129.0918627]","[35.2485921, 129.0918627]"
3264,35.24981819,129.0918769,"[35.24981819, 129.0918769]","[35.24981819, 129.0918769]"
3265,35.24942681,129.0882082,"[35.24942681, 129.0882082]","[35.24942681, 129.0882082]"
3266,35.24928273,129.0881335,"[35.24928273, 129.0881335]","[35.24928273, 129.0881335]"
3267,35.24884613,129.090503,"[35.24884613, 129.090503]","[35.24884613, 129.090503]"
3268,35.22717603,129.0831366,"[35.22717603, 129.0831366]","[35.22717603, 129.0831366]"
3269,35.22731104,129.0831058,"[35.22731104, 129.0831058]","[35.22731104, 129.0831058]"
3270,35.22740645,129.0832617,"[35.22740645, 129.0832617]","[35.22740645, 129.0832617]"
3271,35.22724132,129.0832852,"[35.22724132, 129.0832852]","[35.22724132, 129.0832852]"
3272,35.21731681,129.0862119,"[35.21731681, 129.0862119]","[35.21731681, 129.0862119]"
3273,35.26702013,129.0844318,"[35.26702013, 129.0844318]","[35.26702013, 129.0844318]"
3274,35.26907234,129.0852108,"[35.26907234, 129.0852108]","[35.26907234, 129.0852108]"
3275,35.24811812,129.0885737,"[35.24811812, 129.0885737]","[35.24811812, 129.0885737]"
3276,35.22828141,129.0861402,"[35.22828141, 129.0861402]","[35.22828141, 129.0861402]"
3277,35.23124474,129.0863584,"[35.23124474, 129.0863584]","[35.23124474, 129.0863584]"
3278,35.23812776,129.0878621,"[35.23812776, 129.0878621]","[35.23812776, 129.0878621]"
3279,35.23994174,129.0877592,"[35.23994174, 129.0877592]","[35.23994174, 129.0877592]"
3280,35.23981908,129.0878907,"[35.23981908, 129.0878907]","[35.23981908, 129.0878907]"
3281,35.24945532,129.0878974,"[35.24945532, 129.0878974]","[35.24945532, 129.0878974]"
3282,35.23959142,129.0904348,"[35.23959142, 129.0904348]","[35.23959142, 129.0904348]"
3283,35.24946399,129.0863177,"[35.24946399, 129.0863177]","[35.24946399, 129.0863177]"
3284,35.24935676,129.0852664,"[35.24935676, 129.0852664]","[35.24935676, 129.0852664]"
3285,35.24955453,129.0849325,"[35.24955453, 129.0849325]","[35.24955453, 129.0849325]"
3286,35.2663466,129.0929268,"[35.2663466, 129.0929268]","[35.2663466, 129.0929268]"
3287,35.23981722,129.0864384,"[35.23981722, 129.0864384]","[35.23981722, 129.0864384]"
3288,35.23803256,129.0864839,"[35.23803256, 129.0864839]","[35.23803256, 129.0864839]"
3289,35.24298639,129.0867778,"[35.24298639, 129.0867778]","[35.24298639, 129.0867778]"
3290,35.25809215,129.0877391,"[35.25809215, 129.0877391]","[35.25809215, 129.0877391]"
3291,35.260714,129.0877279,"[35.260714, 129.0877279]","[35.260714, 129.0877279]"
3292,35.26097641,129.0877477,"[35.26097641, 129.0877477]","[35.26097641, 129.0877477]"
3293,35.26390752,129.0884188,"[35.26390752, 129.0884188]","[35.26390752, 129.0884188]"
3294,35.26222287,129.0880266,"[35.26222287, 129.0880266]","[35.26222287, 129.0880266]"
3295,35.26699728,129.0889584,"[35.26699728, 129.0889584]","[35.26699728, 129.0889584]"
3296,35.26711285,129.089113,"[35.26711285, 129.089113]","[35.26711285, 129.089113]"
3297,35.26696237,129.0892556,"[35.26696237, 129.0892556]","[35.26696237, 129.0892556]"
3298,35.25848773,129.0931677,"[35.25848773, 129.0931677]","[35.25848773, 129.0931677]"
3299,35.26679515,129.0843612,"[35.26679515, 129.0843612]","[35.26679515, 129.0843612]"
3300,35.25280968,129.0931229,"[35.25280968, 129.0931229]","[35.25280968, 129.0931229]"
3301,35.26241636,129.0862939,"[35.26241636, 129.0862939]","[35.26241636, 129.0862939]"
3302,35.2529092,129.0843131,"[35.2529092, 129.0843131]","[35.2529092, 129.0843131]"
3303,35.23029029,129.0765304,"[35.23029029, 129.0765304]","[35.23029029, 129.0765304]"
3304,35.22131321,129.0893755,"[35.22131321, 129.0893755]","[35.22131321, 129.0893755]"
3305,35.24101488,129.0864493,"[35.24101488, 129.0864493]","[35.24101488, 129.0864493]"
3306,35.21262766,129.1046951,"[35.21262766, 129.1046951]","[35.21262766, 129.1046951]"
3307,35.22089528,129.0999424,"[35.22089528, 129.0999424]","[35.22089528, 129.0999424]"
3308,35.22218441,129.0851966,"[35.22218441, 129.0851966]","[35.22218441, 129.0851966]"
3309,35.22248871,129.0907083,"[35.22248871, 129.0907083]","[35.22248871, 129.0907083]"
3310,35.22209688,129.0910904,"[35.22209688, 129.0910904]","[35.22209688, 129.0910904]"
3311,35.22330105,129.0908788,"[35.22330105, 129.0908788]","[35.22330105, 129.0908788]"
3312,35.22034612,129.0882771,"[35.22034612, 129.0882771]","[35.22034612, 129.0882771]"
3313,35.24005391,129.087879,"[35.24005391, 129.087879]","[35.24005391, 129.087879]"
3314,35.24119051,129.0879193,"[35.24119051, 129.0879193]","[35.24119051, 129.0879193]"
3315,35.26817771,129.0927496,"[35.26817771, 129.0927496]","[35.26817771, 129.0927496]"
3316,35.2449866,129.0916043,"[35.2449866, 129.0916043]","[35.2449866, 129.0916043]"
3317,35.24489731,129.0913342,"[35.24489731, 129.0913342]","[35.24489731, 129.0913342]"
3318,35.2468846,129.0888706,"[35.2468846, 129.0888706]","[35.2468846, 129.0888706]"
3319,35.24514491,129.0886708,"[35.24514491, 129.0886708]","[35.24514491, 129.0886708]"
3320,35.23963531,129.0897512,"[35.23963531, 129.0897512]","[35.23963531, 129.0897512]"
3321,35.22078675,129.1078947,"[35.22078675, 129.1078947]","[35.22078675, 129.1078947]"
3322,35.24598065,129.0926527,"[35.24598065, 129.0926527]","[35.24598065, 129.0926527]"
3323,35.26034957,129.0912156,"[35.26034957, 129.0912156]","[35.26034957, 129.0912156]"
3324,35.22290942,129.0924569,"[35.22290942, 129.0924569]","[35.22290942, 129.0924569]"
3325,35.24283345,129.0893322,"[35.24283345, 129.0893322]","[35.24283345, 129.0893322]"
3326,35.26687421,129.0891074,"[35.26687421, 129.0891074]","[35.26687421, 129.0891074]"
3327,35.27220912,129.0890009,"[35.27220912, 129.0890009]","[35.27220912, 129.0890009]"
3328,35.21987216,129.1066692,"[35.21987216, 129.1066692]","[35.21987216, 129.1066692]"
3329,35.22001301,129.1068294,"[35.22001301, 129.1068294]","[35.22001301, 129.1068294]"
3330,35.2220981,129.1106917,"[35.2220981, 129.1106917]","[35.2220981, 129.1106917]"
3331,35.21832919,129.1100377,"[35.21832919, 129.1100377]","[35.21832919, 129.1100377]"
3332,35.21857519,129.1050182,"[35.21857519, 129.1050182]","[35.21857519, 129.1050182]"
3333,35.21860733,129.1048461,"[35.21860733, 129.1048461]","[35.21860733, 129.1048461]"
3334,35.21929835,129.1119137,"[35.21929835, 129.1119137]","[35.21929835, 129.1119137]"
3335,35.21926292,129.1117795,"[35.21926292, 129.1117795]","[35.21926292, 129.1117795]"
3336,35.21938144,129.111772,"[35.21938144, 129.111772]","[35.21938144, 129.111772]"
3337,35.25726916,129.1023886,"[35.25726916, 129.1023886]","[35.25726916, 129.1023886]"
3338,35.22493943,129.0839755,"[35.22493943, 129.0839755]","[35.22493943, 129.0839755]"
3339,35.25742244,129.1023663,"[35.25742244, 129.1023663]","[35.25742244, 129.1023663]"
3340,35.29120039,129.1012896,"[35.29120039, 129.1012896]","[35.29120039, 129.1012896]"
3341,35.21854054,129.0873919,"[35.21854054, 129.0873919]","[35.21854054, 129.0873919]"
3342,35.21952917,129.0878605,"[35.21952917, 129.0878605]","[35.21952917, 129.0878605]"
3343,35.23561365,129.0862344,"[35.23561365, 129.0862344]","[35.23561365, 129.0862344]"
3344,35.23094583,129.0911981,"[35.23094583, 129.0911981]","[35.23094583, 129.0911981]"
3345,35.22965375,129.0922947,"[35.22965375, 129.0922947]","[35.22965375, 129.0922947]"
3346,35.22214041,129.0912143,"[35.22214041, 129.0912143]","[35.22214041, 129.0912143]"
3347,35.22837266,129.092125,"[35.22837266, 129.092125]","[35.22837266, 129.092125]"
3348,35.23333061,129.0914903,"[35.23333061, 129.0914903]","[35.23333061, 129.0914903]"
3349,35.22840628,129.0858528,"[35.22840628, 129.0858528]","[35.22840628, 129.0858528]"
3350,35.22886885,129.0861145,"[35.22886885, 129.0861145]","[35.22886885, 129.0861145]"
3351,35.23121718,129.0866975,"[35.23121718, 129.0866975]","[35.23121718, 129.0866975]"
3352,35.23142584,129.086565,"[35.23142584, 129.086565]","[35.23142584, 129.086565]"
3353,35.23103153,129.0864882,"[35.23103153, 129.0864882]","[35.23103153, 129.0864882]"
3354,35.22985539,129.086275,"[35.22985539, 129.086275]","[35.22985539, 129.086275]"
3355,35.2328835,129.0869532,"[35.2328835, 129.0869532]","[35.2328835, 129.0869532]"
3356,35.23147411,129.0850281,"[35.23147411, 129.0850281]","[35.23147411, 129.0850281]"
3357,35.23132697,129.0850927,"[35.23132697, 129.0850927]","[35.23132697, 129.0850927]"
3358,35.23158416,129.0851678,"[35.23158416, 129.0851678]","[35.23158416, 129.0851678]"
3359,35.25481269,129.0877317,"[35.25481269, 129.0877317]","[35.25481269, 129.0877317]"
3360,35.25460546,129.0876193,"[35.25460546, 129.0876193]","[35.25460546, 129.0876193]"
3361,35.2545546,129.0877283,"[35.2545546, 129.0877283]","[35.2545546, 129.0877283]"
3362,35.22509368,129.0833753,"[35.22509368, 129.0833753]","[35.22509368, 129.0833753]"
3363,35.21554916,129.0954688,"[35.21554916, 129.0954688]","[35.21554916, 129.0954688]"
3364,35.23341745,129.0924335,"[35.23341745, 129.0924335]","[35.23341745, 129.0924335]"
3365,35.22315493,129.090954,"[35.22315493, 129.090954]","[35.22315493, 129.090954]"
3366,35.22323441,129.0911365,"[35.22323441, 129.0911365]","[35.22323441, 129.0911365]"
3367,35.22461068,129.0914795,"[35.22461068, 129.0914795]","[35.22461068, 129.0914795]"
3368,35.22567858,129.0917841,"[35.22567858, 129.0917841]","[35.22567858, 129.0917841]"
3369,35.22705032,129.091961,"[35.22705032, 129.091961]","[35.22705032, 129.091961]"
3370,35.22818221,129.0860112,"[35.22818221, 129.0860112]","[35.22818221, 129.0860112]"
3371,35.27044395,129.0851784,"[35.27044395, 129.0851784]","[35.27044395, 129.0851784]"
3372,35.27178783,129.0851435,"[35.27178783, 129.0851435]","[35.27178783, 129.0851435]"
3373,35.24918,129.0849669,"[35.24918, 129.0849669]","[35.24918, 129.0849669]"
3374,35.24762011,129.0851139,"[35.24762011, 129.0851139]","[35.24762011, 129.0851139]"
3375,35.27093668,129.0928723,"[35.27093668, 129.0928723]","[35.27093668, 129.0928723]"
3376,35.282811,129.0944264,"[35.282811, 129.0944264]","[35.282811, 129.0944264]"
3377,35.27701572,129.0931058,"[35.27701572, 129.0931058]","[35.27701572, 129.0931058]"
3378,35.22616619,129.0857655,"[35.22616619, 129.0857655]","[35.22616619, 129.0857655]"
3379,35.26087012,129.0876055,"[35.26087012, 129.0876055]","[35.26087012, 129.0876055]"
3380,35.26084348,129.0878411,"[35.26084348, 129.0878411]","[35.26084348, 129.0878411]"
3381,35.23602122,129.0919614,"[35.23602122, 129.0919614]","[35.23602122, 129.0919614]"
3382,35.22881838,129.0906554,"[35.22881838, 129.0906554]","[35.22881838, 129.0906554]"
3383,35.10170915,128.9764001,"[35.10170915, 128.9764001]","[35.10170915, 128.9764001]"
3384,35.29671183,129.084244,"[35.29671183, 129.084244]","[35.29671183, 129.084244]"
3385,35.29372056,129.0874526,"[35.29372056, 129.0874526]","[35.29372056, 129.0874526]"
3386,35.28971254,129.0892002,"[35.28971254, 129.0892002]","[35.28971254, 129.0892002]"
3387,35.28318375,129.0915312,"[35.28318375, 129.0915312]","[35.28318375, 129.0915312]"
3388,35.28151262,129.0917991,"[35.28151262, 129.0917991]","[35.28151262, 129.0917991]"
3389,35.29149364,129.098613,"[35.29149364, 129.098613]","[35.29149364, 129.098613]"
3390,35.29233967,129.0994241,"[35.29233967, 129.0994241]","[35.29233967, 129.0994241]"
3391,35.28840308,129.0965225,"[35.28840308, 129.0965225]","[35.28840308, 129.0965225]"
3392,35.22608788,129.0781997,"[35.22608788, 129.0781997]","[35.22608788, 129.0781997]"
3393,35.30350342,129.1059364,"[35.30350342, 129.1059364]","[35.30350342, 129.1059364]"
3394,35.2258485,129.0798705,"[35.2258485, 129.0798705]","[35.2258485, 129.0798705]"
3395,35.22583905,129.0802353,"[35.22583905, 129.0802353]","[35.22583905, 129.0802353]"
3396,35.22542687,129.0820674,"[35.22542687, 129.0820674]","[35.22542687, 129.0820674]"
3397,35.22534824,129.0823758,"[35.22534824, 129.0823758]","[35.22534824, 129.0823758]"
3398,35.29793286,129.1033135,"[35.29793286, 129.1033135]","[35.29793286, 129.1033135]"
3399,35.29817425,129.1034154,"[35.29817425, 129.1034154]","[35.29817425, 129.1034154]"
3400,35.28413422,129.0946644,"[35.28413422, 129.0946644]","[35.28413422, 129.0946644]"
3401,35.27950685,129.0931175,"[35.27950685, 129.0931175]","[35.27950685, 129.0931175]"
3402,35.27932158,129.0932811,"[35.27932158, 129.0932811]","[35.27932158, 129.0932811]"
3403,35.22472042,129.0855671,"[35.22472042, 129.0855671]","[35.22472042, 129.0855671]"
3404,35.2245913,129.0854133,"[35.2245913, 129.0854133]","[35.2245913, 129.0854133]"
3405,35.22438166,129.0855714,"[35.22438166, 129.0855714]","[35.22438166, 129.0855714]"
3406,35.22451472,129.085751,"[35.22451472, 129.085751]","[35.22451472, 129.085751]"
3407,35.23342595,129.0916606,"[35.23342595, 129.0916606]","[35.23342595, 129.0916606]"
3408,35.26013572,129.0913797,"[35.26013572, 129.0913797]","[35.26013572, 129.0913797]"
3409,35.21605415,129.1158912,"[35.21605415, 129.1158912]","[35.21605415, 129.1158912]"
3410,35.21652972,129.1169858,"[35.21652972, 129.1169858]","[35.21652972, 129.1169858]"
3411,35.21514314,129.1131551,"[35.21514314, 129.1131551]","[35.21514314, 129.1131551]"
3412,35.21450812,129.1106053,"[35.21450812, 129.1106053]","[35.21450812, 129.1106053]"
3413,35.21389137,129.1082464,"[35.21389137, 129.1082464]","[35.21389137, 129.1082464]"
3414,35.214151,129.1087831,"[35.214151, 129.1087831]","[35.214151, 129.1087831]"
3415,35.2099798,129.104303,"[35.2099798, 129.104303]","[35.2099798, 129.104303]"
3416,35.21046591,129.1051814,"[35.21046591, 129.1051814]","[35.21046591, 129.1051814]"
3417,35.27569712,129.0924814,"[35.27569712, 129.0924814]","[35.27569712, 129.0924814]"
3418,35.27547606,129.0926879,"[35.27547606, 129.0926879]","[35.27547606, 129.0926879]"
3419,35.27084078,129.0926974,"[35.27084078, 129.0926974]","[35.27084078, 129.0926974]"
3420,35.26300301,129.0919654,"[35.26300301, 129.0919654]","[35.26300301, 129.0919654]"
3421,35.25349219,129.0913809,"[35.25349219, 129.0913809]","[35.25349219, 129.0913809]"
3422,35.25494761,129.0913858,"[35.25494761, 129.0913858]","[35.25494761, 129.0913858]"
3423,35.24992263,129.091665,"[35.24992263, 129.091665]","[35.24992263, 129.091665]"
3424,35.24682203,129.0926775,"[35.24682203, 129.0926775]","[35.24682203, 129.0926775]"
3425,35.24696258,129.0929767,"[35.24696258, 129.0929767]","[35.24696258, 129.0929767]"
3426,35.23805844,129.0923211,"[35.23805844, 129.0923211]","[35.23805844, 129.0923211]"
3427,35.23958217,129.092563,"[35.23958217, 129.092563]","[35.23958217, 129.092563]"
3428,35.23916092,129.0924917,"[35.23916092, 129.0924917]","[35.23916092, 129.0924917]"
3429,35.23001173,129.0912978,"[35.23001173, 129.0912978]","[35.23001173, 129.0912978]"
3430,35.23138891,129.0914436,"[35.23138891, 129.0914436]","[35.23138891, 129.0914436]"
3431,35.22310213,129.0873956,"[35.22310213, 129.0873956]","[35.22310213, 129.0873956]"
3432,35.22331313,129.0876753,"[35.22331313, 129.0876753]","[35.22331313, 129.0876753]"
3433,35.24255586,129.0930176,"[35.24255586, 129.0930176]","[35.24255586, 129.0930176]"
3434,35.05701548,128.9707429,"[35.05701548, 128.9707429]","[35.05701548, 128.9707429]"
3435,35.08447408,129.0059182,"[35.08447408, 129.0059182]","[35.08447408, 129.0059182]"
3436,35.08074531,128.9727131,"[35.08074531, 128.9727131]","[35.08074531, 128.9727131]"
3437,35.0990665,128.960726,"[35.0990665, 128.960726]","[35.0990665, 128.960726]"
3438,35.08055823,128.972694,"[35.08055823, 128.972694]","[35.08055823, 128.972694]"
3439,35.07780108,128.9728412,"[35.07780108, 128.9728412]","[35.07780108, 128.9728412]"
3440,35.09827095,128.9603236,"[35.09827095, 128.9603236]","[35.09827095, 128.9603236]"
3441,35.06339426,128.9920665,"[35.06339426, 128.9920665]","[35.06339426, 128.9920665]"
3442,35.06664507,128.9904284,"[35.06664507, 128.9904284]","[35.06664507, 128.9904284]"
3443,35.06681663,128.9906688,"[35.06681663, 128.9906688]","[35.06681663, 128.9906688]"
3444,35.08726429,129.0050696,"[35.08726429, 129.0050696]","[35.08726429, 129.0050696]"
3445,35.06964245,128.9732174,"[35.06964245, 128.9732174]","[35.06964245, 128.9732174]"
3446,35.08603088,129.0055289,"[35.08603088, 129.0055289]","[35.08603088, 129.0055289]"
3447,35.08477245,129.0057453,"[35.08477245, 129.0057453]","[35.08477245, 129.0057453]"
3448,35.09730209,128.9602125,"[35.09730209, 128.9602125]","[35.09730209, 128.9602125]"
3449,35.10449988,128.9758652,"[35.10449988, 128.9758652]","[35.10449988, 128.9758652]"
3450,35.0479076,128.9668349,"[35.0479076, 128.9668349]","[35.0479076, 128.9668349]"
3451,35.10624331,128.9686278,"[35.10624331, 128.9686278]","[35.10624331, 128.9686278]"
3452,35.08593616,128.9869953,"[35.08593616, 128.9869953]","[35.08593616, 128.9869953]"
3453,35.08756304,128.9732978,"[35.08756304, 128.9732978]","[35.08756304, 128.9732978]"
3454,35.08758038,128.9725846,"[35.08758038, 128.9725846]","[35.08758038, 128.9725846]"
3455,35.04764279,128.9680321,"[35.04764279, 128.9680321]","[35.04764279, 128.9680321]"
3456,35.07179714,128.9767953,"[35.07179714, 128.9767953]","[35.07179714, 128.9767953]"
3457,35.09083768,128.972891,"[35.09083768, 128.972891]","[35.09083768, 128.972891]"
3458,35.10352735,129.0026512,"[35.10352735, 129.0026512]","[35.10352735, 129.0026512]"
3459,35.10264327,128.9699527,"[35.10264327, 128.9699527]","[35.10264327, 128.9699527]"
3460,35.10603011,128.9585775,"[35.10603011, 128.9585775]","[35.10603011, 128.9585775]"
3461,35.10121719,128.9959696,"[35.10121719, 128.9959696]","[35.10121719, 128.9959696]"
3462,35.10665207,128.9586206,"[35.10665207, 128.9586206]","[35.10665207, 128.9586206]"
3463,35.1085976,128.9588252,"[35.1085976, 128.9588252]","[35.1085976, 128.9588252]"
3464,35.1095137,128.9589344,"[35.1095137, 128.9589344]","[35.1095137, 128.9589344]"
3465,35.11046578,128.9591517,"[35.11046578, 128.9591517]","[35.11046578, 128.9591517]"
3466,35.10065952,128.9947994,"[35.10065952, 128.9947994]","[35.10065952, 128.9947994]"
3467,35.09740766,129.0107325,"[35.09740766, 129.0107325]","[35.09740766, 129.0107325]"
3468,35.09923175,128.9935321,"[35.09923175, 128.9935321]","[35.09923175, 128.9935321]"
3469,35.06391567,128.960075,"[35.06391567, 128.960075]","[35.06391567, 128.960075]"
3470,35.06424675,128.9599879,"[35.06424675, 128.9599879]","[35.06424675, 128.9599879]"
3471,35.09949166,128.9910673,"[35.09949166, 128.9910673]","[35.09949166, 128.9910673]"
3472,35.06403944,128.9597992,"[35.06403944, 128.9597992]","[35.06403944, 128.9597992]"
3473,35.09429742,128.9931059,"[35.09429742, 128.9931059]","[35.09429742, 128.9931059]"
3474,35.08501455,128.9797657,"[35.08501455, 128.9797657]","[35.08501455, 128.9797657]"
3475,35.09460813,128.9624688,"[35.09460813, 128.9624688]","[35.09460813, 128.9624688]"
3476,35.0907927,128.9778853,"[35.0907927, 128.9778853]","[35.0907927, 128.9778853]"
3477,35.09082451,128.9972758,"[35.09082451, 128.9972758]","[35.09082451, 128.9972758]"
3478,35.09569711,128.9619221,"[35.09569711, 128.9619221]","[35.09569711, 128.9619221]"
3479,35.09687656,128.9909733,"[35.09687656, 128.9909733]","[35.09687656, 128.9909733]"
3480,35.09705281,128.9863123,"[35.09705281, 128.9863123]","[35.09705281, 128.9863123]"
3481,35.09710489,128.9860946,"[35.09710489, 128.9860946]","[35.09710489, 128.9860946]"
3482,35.09667029,128.9880508,"[35.09667029, 128.9880508]","[35.09667029, 128.9880508]"
3483,35.10225078,128.9563143,"[35.10225078, 128.9563143]","[35.10225078, 128.9563143]"
3484,35.05076562,128.9659361,"[35.05076562, 128.9659361]","[35.05076562, 128.9659361]"
3485,35.050243,128.9662354,"[35.050243, 128.9662354]","[35.050243, 128.9662354]"
3486,35.04999669,128.9661387,"[35.04999669, 128.9661387]","[35.04999669, 128.9661387]"
3487,35.08871701,129.0012187,"[35.08871701, 129.0012187]","[35.08871701, 129.0012187]"
3488,35.05014872,128.9665441,"[35.05014872, 128.9665441]","[35.05014872, 128.9665441]"
3489,35.09610115,128.9600169,"[35.09610115, 128.9600169]","[35.09610115, 128.9600169]"
3490,35.05004103,128.9681755,"[35.05004103, 128.9681755]","[35.05004103, 128.9681755]"
3491,35.05022216,128.9680855,"[35.05022216, 128.9680855]","[35.05022216, 128.9680855]"
3492,35.05010941,128.9678906,"[35.05010941, 128.9678906]","[35.05010941, 128.9678906]"
3493,35.09594814,128.9782049,"[35.09594814, 128.9782049]","[35.09594814, 128.9782049]"
3494,35.05267595,128.9662177,"[35.05267595, 128.9662177]","[35.05267595, 128.9662177]"
3495,35.0824777,128.9667975,"[35.0824777, 128.9667975]","[35.0824777, 128.9667975]"
3496,35.08287682,128.9666831,"[35.08287682, 128.9666831]","[35.08287682, 128.9666831]"
3497,35.08207461,128.9775296,"[35.08207461, 128.9775296]","[35.08207461, 128.9775296]"
3498,35.08240986,128.9776237,"[35.08240986, 128.9776237]","[35.08240986, 128.9776237]"
3499,35.08076483,128.9683502,"[35.08076483, 128.9683502]","[35.08076483, 128.9683502]"
3500,35.05768886,128.9953373,"[35.05768886, 128.9953373]","[35.05768886, 128.9953373]"
3501,35.08165669,129.0055286,"[35.08165669, 129.0055286]","[35.08165669, 129.0055286]"
3502,35.08242795,129.0062671,"[35.08242795, 129.0062671]","[35.08242795, 129.0062671]"
3503,35.0835301,129.0065438,"[35.0835301, 129.0065438]","[35.0835301, 129.0065438]"
3504,35.08065638,128.972843,"[35.08065638, 128.972843]","[35.08065638, 128.972843]"
3505,35.0835449,128.9970447,"[35.0835449, 128.9970447]","[35.0835449, 128.9970447]"
3506,35.08152261,128.9647919,"[35.08152261, 128.9647919]","[35.08152261, 128.9647919]"
3507,35.10491873,128.9654925,"[35.10491873, 128.9654925]","[35.10491873, 128.9654925]"
3508,35.06716091,128.9545367,"[35.06716091, 128.9545367]","[35.06716091, 128.9545367]"
3509,35.06756765,128.9568351,"[35.06756765, 128.9568351]","[35.06756765, 128.9568351]"
3510,35.0674856,128.9563757,"[35.0674856, 128.9563757]","[35.0674856, 128.9563757]"
3511,35.08785828,129.0051492,"[35.08785828, 129.0051492]","[35.08785828, 129.0051492]"
3512,35.09745337,128.9939639,"[35.09745337, 128.9939639]","[35.09745337, 128.9939639]"
3513,35.05419005,128.9710476,"[35.05419005, 128.9710476]","[35.05419005, 128.9710476]"
3514,35.10335661,128.9748318,"[35.10335661, 128.9748318]","[35.10335661, 128.9748318]"
3515,35.1012797,128.9766007,"[35.1012797, 128.9766007]","[35.1012797, 128.9766007]"
