순번,위도,경도,,
3516,35.09145154,128.9643173,"[35.09145154, 128.9643173]","[35.09145154, 128.9643173]"
3517,35.09171918,128.9730449,"[35.09171918, 128.9730449]","[35.09171918, 128.9730449]"
3518,35.09652118,128.9848652,"[35.09652118, 128.9848652]","[35.09652118, 128.9848652]"
3519,35.05636209,128.9716111,"[35.05636209, 128.9716111]","[35.05636209, 128.9716111]"
3520,35.05549293,128.9716846,"[35.05549293, 128.9716846]","[35.05549293, 128.9716846]"
3521,35.05565514,128.9718774,"[35.05565514, 128.9718774]","[35.05565514, 128.9718774]"
3522,35.1049344,128.9732687,"[35.1049344, 128.9732687]","[35.1049344, 128.9732687]"
3523,35.10370157,128.959188,"[35.10370157, 128.959188]","[35.10370157, 128.959188]"
3524,35.084048,128.9985187,"[35.084048, 128.9985187]","[35.084048, 128.9985187]"
3525,35.08417741,128.9979848,"[35.08417741, 128.9979848]","[35.08417741, 128.9979848]"
3526,35.10026961,128.9931328,"[35.10026961, 128.9931328]","[35.10026961, 128.9931328]"
3527,35.0990105,128.9584309,"[35.0990105, 128.9584309]","[35.0990105, 128.9584309]"
3528,35.0991947,128.9582614,"[35.0991947, 128.9582614]","[35.0991947, 128.9582614]"
3529,35.09900119,128.95809,"[35.09900119, 128.95809]","[35.09900119, 128.95809]"
3530,35.10103785,128.9583023,"[35.10103785, 128.9583023]","[35.10103785, 128.9583023]"
3531,35.07767233,128.977339,"[35.07767233, 128.977339]","[35.07767233, 128.977339]"
3532,35.06606248,128.9811639,"[35.06606248, 128.9811639]","[35.06606248, 128.9811639]"
3533,35.0975736,128.9839641,"[35.0975736, 128.9839641]","[35.0975736, 128.9839641]"
3534,35.09789384,128.9824848,"[35.09789384, 128.9824848]","[35.09789384, 128.9824848]"
3535,35.09822422,128.9809916,"[35.09822422, 128.9809916]","[35.09822422, 128.9809916]"
3536,35.09938542,128.9779643,"[35.09938542, 128.9779643]","[35.09938542, 128.9779643]"
3537,35.1130187,128.9641581,"[35.1130187, 128.9641581]","[35.1130187, 128.9641581]"
3538,35.08538734,128.9675753,"[35.08538734, 128.9675753]","[35.08538734, 128.9675753]"
3539,35.04779533,128.9689386,"[35.04779533, 128.9689386]","[35.04779533, 128.9689386]"
3540,35.08978759,128.9733484,"[35.08978759, 128.9733484]","[35.08978759, 128.9733484]"
3541,35.09086424,128.9732958,"[35.09086424, 128.9732958]","[35.09086424, 128.9732958]"
3542,35.08221909,128.9905592,"[35.08221909, 128.9905592]","[35.08221909, 128.9905592]"
3543,35.10245082,128.970489,"[35.10245082, 128.970489]","[35.10245082, 128.970489]"
3544,35.04940131,128.9700272,"[35.04940131, 128.9700272]","[35.04940131, 128.9700272]"
3545,35.07622264,128.972912,"[35.07622264, 128.972912]","[35.07622264, 128.972912]"
3546,35.0768609,128.9906496,"[35.0768609, 128.9906496]","[35.0768609, 128.9906496]"
3547,35.07706949,128.9906551,"[35.07706949, 128.9906551]","[35.07706949, 128.9906551]"
3548,35.08638564,129.0065369,"[35.08638564, 129.0065369]","[35.08638564, 129.0065369]"
3549,35.08819054,128.9941677,"[35.08819054, 128.9941677]","[35.08819054, 128.9941677]"
3550,35.05278334,128.9668435,"[35.05278334, 128.9668435]","[35.05278334, 128.9668435]"
3551,35.05295182,128.9669518,"[35.05295182, 128.9669518]","[35.05295182, 128.9669518]"
3552,35.05284533,128.9709431,"[35.05284533, 128.9709431]","[35.05284533, 128.9709431]"
3553,35.08061737,128.976793,"[35.08061737, 128.976793]","[35.08061737, 128.976793]"
3554,35.06356802,128.9809776,"[35.06356802, 128.9809776]","[35.06356802, 128.9809776]"
3555,35.10051419,128.9805384,"[35.10051419, 128.9805384]","[35.10051419, 128.9805384]"
3556,35.08105693,128.9900265,"[35.08105693, 128.9900265]","[35.08105693, 128.9900265]"
3557,35.10334572,128.9743793,"[35.10334572, 128.9743793]","[35.10334572, 128.9743793]"
3558,35.04940311,128.9618831,"[35.04940311, 128.9618831]","[35.04940311, 128.9618831]"
3559,35.07363608,128.976408,"[35.07363608, 128.976408]","[35.07363608, 128.976408]"
3560,35.07436057,128.9765537,"[35.07436057, 128.9765537]","[35.07436057, 128.9765537]"
3561,35.10142742,128.9763877,"[35.10142742, 128.9763877]","[35.10142742, 128.9763877]"
3562,35.1017136,128.9766494,"[35.1017136, 128.9766494]","[35.1017136, 128.9766494]"
3563,35.08580607,128.9951151,"[35.08580607, 128.9951151]","[35.08580607, 128.9951151]"
3564,35.09946699,128.9848254,"[35.09946699, 128.9848254]","[35.09946699, 128.9848254]"
3565,35.05337158,128.9951428,"[35.05337158, 128.9951428]","[35.05337158, 128.9951428]"
3566,35.05331505,128.9953328,"[35.05331505, 128.9953328]","[35.05331505, 128.9953328]"
3567,35.05892455,128.972047,"[35.05892455, 128.972047]","[35.05892455, 128.972047]"
3568,35.1148327,128.9605735,"[35.1148327, 128.9605735]","[35.1148327, 128.9605735]"
3569,35.08979233,128.9939467,"[35.08979233, 128.9939467]","[35.08979233, 128.9939467]"
3570,35.08241167,128.9724253,"[35.08241167, 128.9724253]","[35.08241167, 128.9724253]"
3571,35.10632954,128.9658162,"[35.10632954, 128.9658162]","[35.10632954, 128.9658162]"
3572,35.10622378,128.965816,"[35.10622378, 128.965816]","[35.10622378, 128.965816]"
3573,35.1061181,128.9658177,"[35.1061181, 128.9658177]","[35.1061181, 128.9658177]"
3574,35.05141509,128.958964,"[35.05141509, 128.958964]","[35.05141509, 128.958964]"
3575,35.05181709,128.9959802,"[35.05181709, 128.9959802]","[35.05181709, 128.9959802]"
3576,35.07892332,128.9903289,"[35.07892332, 128.9903289]","[35.07892332, 128.9903289]"
3577,35.09524458,128.9771972,"[35.09524458, 128.9771972]","[35.09524458, 128.9771972]"
3578,35.09488789,128.9767497,"[35.09488789, 128.9767497]","[35.09488789, 128.9767497]"
3579,35.09487411,128.9777316,"[35.09487411, 128.9777316]","[35.09487411, 128.9777316]"
3580,35.0950842,128.9775352,"[35.0950842, 128.9775352]","[35.0950842, 128.9775352]"
3581,35.09324651,128.9778843,"[35.09324651, 128.9778843]","[35.09324651, 128.9778843]"
3582,35.08258236,128.9664269,"[35.08258236, 128.9664269]","[35.08258236, 128.9664269]"
3583,35.08257378,128.9668454,"[35.08257378, 128.9668454]","[35.08257378, 128.9668454]"
3584,35.08588499,128.9520812,"[35.08588499, 128.9520812]","[35.08588499, 128.9520812]"
3585,35.08566383,128.9517103,"[35.08566383, 128.9517103]","[35.08566383, 128.9517103]"
3586,35.05149678,128.970754,"[35.05149678, 128.970754]","[35.05149678, 128.970754]"
3587,35.07070264,128.9771899,"[35.07070264, 128.9771899]","[35.07070264, 128.9771899]"
3588,35.06915175,128.9777849,"[35.06915175, 128.9777849]","[35.06915175, 128.9777849]"
3589,35.07580551,128.9768374,"[35.07580551, 128.9768374]","[35.07580551, 128.9768374]"
3590,35.08034934,128.9773254,"[35.08034934, 128.9773254]","[35.08034934, 128.9773254]"
3591,35.08232036,128.9771478,"[35.08232036, 128.9771478]","[35.08232036, 128.9771478]"
3592,35.08195548,128.9773491,"[35.08195548, 128.9773491]","[35.08195548, 128.9773491]"
3593,35.08242191,128.9773411,"[35.08242191, 128.9773411]","[35.08242191, 128.9773411]"
3594,35.10424672,128.9716686,"[35.10424672, 128.9716686]","[35.10424672, 128.9716686]"
3595,35.08294993,129.0094215,"[35.08294993, 129.0094215]","[35.08294993, 129.0094215]"
3596,35.05749285,128.9951662,"[35.05749285, 128.9951662]","[35.05749285, 128.9951662]"
3597,35.09776359,128.9611176,"[35.09776359, 128.9611176]","[35.09776359, 128.9611176]"
3598,35.10045378,128.9801702,"[35.10045378, 128.9801702]","[35.10045378, 128.9801702]"
3599,35.10008932,128.9818369,"[35.10008932, 128.9818369]","[35.10008932, 128.9818369]"
3600,35.08828656,128.998466,"[35.08828656, 128.998466]","[35.08828656, 128.998466]"
3601,35.08961837,128.9997334,"[35.08961837, 128.9997334]","[35.08961837, 128.9997334]"
3602,35.08941646,128.9997096,"[35.08941646, 128.9997096]","[35.08941646, 128.9997096]"
3603,35.08947856,128.999951,"[35.08947856, 128.999951]","[35.08947856, 128.999951]"
3604,35.08362334,128.9726735,"[35.08362334, 128.9726735]","[35.08362334, 128.9726735]"
3605,35.08297276,128.9726354,"[35.08297276, 128.9726354]","[35.08297276, 128.9726354]"
3606,35.08251518,128.9689398,"[35.08251518, 128.9689398]","[35.08251518, 128.9689398]"
3607,35.08229711,128.9623405,"[35.08229711, 128.9623405]","[35.08229711, 128.9623405]"
3608,35.10053321,128.9766429,"[35.10053321, 128.9766429]","[35.10053321, 128.9766429]"
3609,35.09999418,128.9768318,"[35.09999418, 128.9768318]","[35.09999418, 128.9768318]"
3610,35.06309938,128.9919172,"[35.06309938, 128.9919172]","[35.06309938, 128.9919172]"
3611,35.06235522,128.9926561,"[35.06235522, 128.9926561]","[35.06235522, 128.9926561]"
3612,35.06656237,128.9904315,"[35.06656237, 128.9904315]","[35.06656237, 128.9904315]"
3613,35.06698705,128.9904288,"[35.06698705, 128.9904288]","[35.06698705, 128.9904288]"
3614,35.07608402,128.9904635,"[35.07608402, 128.9904635]","[35.07608402, 128.9904635]"
3615,35.07724333,128.9904885,"[35.07724333, 128.9904885]","[35.07724333, 128.9904885]"
3616,35.07141205,128.9904273,"[35.07141205, 128.9904273]","[35.07141205, 128.9904273]"
3617,35.08395554,128.9649537,"[35.08395554, 128.9649537]","[35.08395554, 128.9649537]"
3618,35.06380323,128.9575775,"[35.06380323, 128.9575775]","[35.06380323, 128.9575775]"
3619,35.06351232,128.9576528,"[35.06351232, 128.9576528]","[35.06351232, 128.9576528]"
3620,35.09657415,128.9837529,"[35.09657415, 128.9837529]","[35.09657415, 128.9837529]"
3621,35.09144337,128.9954024,"[35.09144337, 128.9954024]","[35.09144337, 128.9954024]"
3622,35.10408997,128.9657201,"[35.10408997, 128.9657201]","[35.10408997, 128.9657201]"
3623,35.10397776,128.9656757,"[35.10397776, 128.9656757]","[35.10397776, 128.9656757]"
3624,35.10385778,128.9656115,"[35.10385778, 128.9656115]","[35.10385778, 128.9656115]"
3625,35.10338537,128.9671632,"[35.10338537, 128.9671632]","[35.10338537, 128.9671632]"
3626,35.10284298,128.9685798,"[35.10284298, 128.9685798]","[35.10284298, 128.9685798]"
3627,35.10622332,128.9638319,"[35.10622332, 128.9638319]","[35.10622332, 128.9638319]"
3628,35.1065529,128.9585203,"[35.1065529, 128.9585203]","[35.1065529, 128.9585203]"
3629,35.1063912,128.9587056,"[35.1063912, 128.9587056]","[35.1063912, 128.9587056]"
3630,35.0962592,128.9602045,"[35.0962592, 128.9602045]","[35.0962592, 128.9602045]"
3631,35.09468437,128.9602719,"[35.09468437, 128.9602719]","[35.09468437, 128.9602719]"
3632,35.09014994,128.9599933,"[35.09014994, 128.9599933]","[35.09014994, 128.9599933]"
3633,35.08994515,128.9602373,"[35.08994515, 128.9602373]","[35.08994515, 128.9602373]"
3634,35.09012486,128.9605091,"[35.09012486, 128.9605091]","[35.09012486, 128.9605091]"
3635,35.09036412,128.9602603,"[35.09036412, 128.9602603]","[35.09036412, 128.9602603]"
3636,35.10231174,128.970548,"[35.10231174, 128.970548]","[35.10231174, 128.970548]"
3637,35.10195813,128.9732322,"[35.10195813, 128.9732322]","[35.10195813, 128.9732322]"
3638,35.10211744,128.9749572,"[35.10211744, 128.9749572]","[35.10211744, 128.9749572]"
3639,35.08618957,128.9894856,"[35.08618957, 128.9894856]","[35.08618957, 128.9894856]"
3640,35.08585933,128.9893977,"[35.08585933, 128.9893977]","[35.08585933, 128.9893977]"
3641,35.08568839,128.9904165,"[35.08568839, 128.9904165]","[35.08568839, 128.9904165]"
3642,35.08252775,128.9872392,"[35.08252775, 128.9872392]","[35.08252775, 128.9872392]"
3643,35.09093549,128.9971823,"[35.09093549, 128.9971823]","[35.09093549, 128.9971823]"
3644,35.09046173,128.9984208,"[35.09046173, 128.9984208]","[35.09046173, 128.9984208]"
3645,35.08264435,128.9646953,"[35.08264435, 128.9646953]","[35.08264435, 128.9646953]"
3646,35.08253996,128.9648631,"[35.08253996, 128.9648631]","[35.08253996, 128.9648631]"
3647,35.08263615,128.9650456,"[35.08263615, 128.9650456]","[35.08263615, 128.9650456]"
3648,35.08274565,128.9648793,"[35.08274565, 128.9648793]","[35.08274565, 128.9648793]"
3649,35.08750219,129.0049237,"[35.08750219, 129.0049237]","[35.08750219, 129.0049237]"
3650,35.08736318,129.0052577,"[35.08736318, 129.0052577]","[35.08736318, 129.0052577]"
3651,35.08418575,129.0089676,"[35.08418575, 129.0089676]","[35.08418575, 129.0089676]"
3652,35.09098765,128.9730221,"[35.09098765, 128.9730221]","[35.09098765, 128.9730221]"
3653,35.09295863,128.972408,"[35.09295863, 128.972408]","[35.09295863, 128.972408]"
3654,35.09300543,128.972257,"[35.09300543, 128.972257]","[35.09300543, 128.972257]"
3655,35.09292417,128.9733027,"[35.09292417, 128.9733027]","[35.09292417, 128.9733027]"
3656,35.09325427,128.9736373,"[35.09325427, 128.9736373]","[35.09325427, 128.9736373]"
3657,35.09424538,128.9752891,"[35.09424538, 128.9752891]","[35.09424538, 128.9752891]"
3658,35.0962528,128.977995,"[35.0962528, 128.977995]","[35.0962528, 128.977995]"
3659,35.09612751,128.9782545,"[35.09612751, 128.9782545]","[35.09612751, 128.9782545]"
3660,35.09659681,128.9800632,"[35.09659681, 128.9800632]","[35.09659681, 128.9800632]"
3661,35.09667082,128.9814704,"[35.09667082, 128.9814704]","[35.09667082, 128.9814704]"
3662,35.09696386,128.9861658,"[35.09696386, 128.9861658]","[35.09696386, 128.9861658]"
3663,35.0971693,128.9862316,"[35.0971693, 128.9862316]","[35.0971693, 128.9862316]"
3664,35.0677151,128.9565679,"[35.0677151, 128.9565679]","[35.0677151, 128.9565679]"
3665,35.06734516,128.9566566,"[35.06734516, 128.9566566]","[35.06734516, 128.9566566]"
3666,35.07809656,128.95363,"[35.07809656, 128.95363]","[35.07809656, 128.95363]"
3667,35.07793673,128.9539115,"[35.07793673, 128.9539115]","[35.07793673, 128.9539115]"
3668,35.07817282,128.9540714,"[35.07817282, 128.9540714]","[35.07817282, 128.9540714]"
3669,35.11470152,128.9589466,"[35.11470152, 128.9589466]","[35.11470152, 128.9589466]"
3670,35.11487872,128.9593659,"[35.11487872, 128.9593659]","[35.11487872, 128.9593659]"
3671,35.09630922,128.9556248,"[35.09630922, 128.9556248]","[35.09630922, 128.9556248]"
3672,35.07766102,128.9515554,"[35.07766102, 128.9515554]","[35.07766102, 128.9515554]"
3673,35.07773829,128.951674,"[35.07773829, 128.951674]","[35.07773829, 128.951674]"
3674,35.07782306,128.9516825,"[35.07782306, 128.9516825]","[35.07782306, 128.9516825]"
3675,35.06342113,128.9552674,"[35.06342113, 128.9552674]","[35.06342113, 128.9552674]"
3676,35.05631447,128.9570869,"[35.05631447, 128.9570869]","[35.05631447, 128.9570869]"
3677,35.05652371,128.9572817,"[35.05652371, 128.9572817]","[35.05652371, 128.9572817]"
3678,35.04850912,128.9648117,"[35.04850912, 128.9648117]","[35.04850912, 128.9648117]"
3679,35.04837316,128.9652656,"[35.04837316, 128.9652656]","[35.04837316, 128.9652656]"
3680,35.05425339,128.9706574,"[35.05425339, 128.9706574]","[35.05425339, 128.9706574]"
3681,35.05663926,128.9707177,"[35.05663926, 128.9707177]","[35.05663926, 128.9707177]"
3682,35.05730432,128.9710739,"[35.05730432, 128.9710739]","[35.05730432, 128.9710739]"
3683,35.06070276,128.9745742,"[35.06070276, 128.9745742]","[35.06070276, 128.9745742]"
3684,35.06184467,128.976743,"[35.06184467, 128.976743]","[35.06184467, 128.976743]"
3685,35.06420756,128.9795131,"[35.06420756, 128.9795131]","[35.06420756, 128.9795131]"
3686,35.07778059,128.9771839,"[35.07778059, 128.9771839]","[35.07778059, 128.9771839]"
3687,35.10374243,128.9630636,"[35.10374243, 128.9630636]","[35.10374243, 128.9630636]"
3688,35.10033522,128.960763,"[35.10033522, 128.960763]","[35.10033522, 128.960763]"
3689,35.10198958,128.9608087,"[35.10198958, 128.9608087]","[35.10198958, 128.9608087]"
3690,35.09042275,128.9649807,"[35.09042275, 128.9649807]","[35.09042275, 128.9649807]"
3691,35.08977725,128.9651926,"[35.08977725, 128.9651926]","[35.08977725, 128.9651926]"
3692,35.08947572,128.9729887,"[35.08947572, 128.9729887]","[35.08947572, 128.9729887]"
3693,35.09018942,128.9730353,"[35.09018942, 128.9730353]","[35.09018942, 128.9730353]"
3694,35.08929051,128.9777145,"[35.08929051, 128.9777145]","[35.08929051, 128.9777145]"
3695,35.08729941,128.9728743,"[35.08729941, 128.9728743]","[35.08729941, 128.9728743]"
3696,35.08789988,128.9729057,"[35.08789988, 128.9729057]","[35.08789988, 128.9729057]"
3697,35.08774861,128.9776036,"[35.08774861, 128.9776036]","[35.08774861, 128.9776036]"
3698,35.08560929,128.9598769,"[35.08560929, 128.9598769]","[35.08560929, 128.9598769]"
3699,35.08543362,128.9600336,"[35.08543362, 128.9600336]","[35.08543362, 128.9600336]"
3700,35.08559945,128.9602027,"[35.08559945, 128.9602027]","[35.08559945, 128.9602027]"
3701,35.08577705,128.9600539,"[35.08577705, 128.9600539]","[35.08577705, 128.9600539]"
3702,35.0854663,128.9648123,"[35.0854663, 128.9648123]","[35.0854663, 128.9648123]"
3703,35.08529707,128.9650055,"[35.08529707, 128.9650055]","[35.08529707, 128.9650055]"
3704,35.08546356,128.9651996,"[35.08546356, 128.9651996]","[35.08546356, 128.9651996]"
3705,35.08563317,128.9650062,"[35.08563317, 128.9650062]","[35.08563317, 128.9650062]"
3706,35.08521527,128.9724647,"[35.08521527, 128.9724647]","[35.08521527, 128.9724647]"
3707,35.0849065,128.9727265,"[35.0849065, 128.9727265]","[35.0849065, 128.9727265]"
3708,35.08519183,128.9730766,"[35.08519183, 128.9730766]","[35.08519183, 128.9730766]"
3709,35.0855021,128.9727768,"[35.0855021, 128.9727768]","[35.0855021, 128.9727768]"
3710,35.0851064,128.9772353,"[35.0851064, 128.9772353]","[35.0851064, 128.9772353]"
3711,35.08493975,128.9774011,"[35.08493975, 128.9774011]","[35.08493975, 128.9774011]"
3712,35.0850976,128.9775721,"[35.0850976, 128.9775721]","[35.0850976, 128.9775721]"
3713,35.08526268,128.9774184,"[35.08526268, 128.9774184]","[35.08526268, 128.9774184]"
3714,35.0849054,128.9833046,"[35.0849054, 128.9833046]","[35.0849054, 128.9833046]"
3715,35.08471173,128.9837004,"[35.08471173, 128.9837004]","[35.08471173, 128.9837004]"
3716,35.08513422,128.9849642,"[35.08513422, 128.9849642]","[35.08513422, 128.9849642]"
3717,35.08600635,128.9868276,"[35.08600635, 128.9868276]","[35.08600635, 128.9868276]"
3718,35.08660862,128.9933824,"[35.08660862, 128.9933824]","[35.08660862, 128.9933824]"
3719,35.09211637,128.9932316,"[35.09211637, 128.9932316]","[35.09211637, 128.9932316]"
3720,35.0964604,128.9937327,"[35.0964604, 128.9937327]","[35.0964604, 128.9937327]"
3721,35.1043306,128.9647365,"[35.1043306, 128.9647365]","[35.1043306, 128.9647365]"
3722,35.10427861,128.9642969,"[35.10427861, 128.9642969]","[35.10427861, 128.9642969]"
3723,35.1048759,128.9656489,"[35.1048759, 128.9656489]","[35.1048759, 128.9656489]"
3724,35.11504651,128.9617795,"[35.11504651, 128.9617795]","[35.11504651, 128.9617795]"
3725,35.11486197,128.9619157,"[35.11486197, 128.9619157]","[35.11486197, 128.9619157]"
3726,35.11458,128.9620853,"[35.11458, 128.9620853]","[35.11458, 128.9620853]"
3727,35.11481622,128.9622089,"[35.11481622, 128.9622089]","[35.11481622, 128.9622089]"
3728,35.11307238,128.9638804,"[35.11307238, 128.9638804]","[35.11307238, 128.9638804]"
3729,35.11070982,128.9655026,"[35.11070982, 128.9655026]","[35.11070982, 128.9655026]"
3730,35.10921611,128.9664794,"[35.10921611, 128.9664794]","[35.10921611, 128.9664794]"
3731,35.10790262,128.9673457,"[35.10790262, 128.9673457]","[35.10790262, 128.9673457]"
3732,35.10579821,128.9677632,"[35.10579821, 128.9677632]","[35.10579821, 128.9677632]"
3733,35.10666866,128.9681514,"[35.10666866, 128.9681514]","[35.10666866, 128.9681514]"
3734,35.105185,128.9694213,"[35.105185, 128.9694213]","[35.105185, 128.9694213]"
3735,35.10241626,128.9770082,"[35.10241626, 128.9770082]","[35.10241626, 128.9770082]"
3736,35.10216945,128.9771049,"[35.10216945, 128.9771049]","[35.10216945, 128.9771049]"
3737,35.10220082,128.9773451,"[35.10220082, 128.9773451]","[35.10220082, 128.9773451]"
3738,35.09895159,128.9867797,"[35.09895159, 128.9867797]","[35.09895159, 128.9867797]"
